#id,x,y
1,825110,7341499
2,807742,7336123
3,807550,7327207
4,806069,7320701
5,804141,7327489
6,803796,7318802
7,801256,7331410
8,798889,7319046
9,795220,7317454
10,788335,7320725
11,787635,7308221
12,819489,7330161
13,787064,7305243
14,787168,7326068
15,784846,7308973
16,783994,7320534
17,781770,7308131
18,780764,7318443
19,777949,7308276
20,775712,7322826
21,774382,7308346
22,818545,7333660
23,772408,7308419
24,770246,7308635
25,768649,7311759
26,767708,7309239
27,767012,7306124
28,767108,7311163
29,767105,7311024
30,765472,7312306
31,764691,7308045
32,761623,7289513
33,816617,7337407
34,761749,7310846
35,761160,7313499
36,760540,7307496
37,759562,7309739
38,758584,7308540
39,758262,7304861
40,756186,7290869
41,756061,7306431
42,755159,7302345
43,753652,7300009
44,810926,7335689
45,753173,7308777
46,748816,7303780
47,748692,7303991
48,748575,7297388
49,746731,7301105
50,746354,7297775
51,745914,7287215
52,745261,7297168
53,741952,7293541
54,736936,7290429
55,810653,7331939
56,733557,7286176
57,781201,7322314
58,810614,7338982
59,809809,7319577
60,807916,7332363
61,907680,7327624
62,831443,7338473
63,901815,7321466
64,888621,7322932
65,872200,7326157
66,864577,7326451
67,855780,7326744
68,842585,7323225
69,832909,7325864
70,891260,7366035
71,900936,7329090
72,883929,7358118
73,872787,7350495
74,863990,7343164
75,764589,7237312
76,766055,7247868
77,768108,7261063
78,766935,7275724
79,767228,7284814
80,892139,7367501
81,774852,7291264
82,891553,7330263
83,775145,7300647
84,791565,7313256
85,802708,7323518
86,737906,7303873
87,849916,7344923
88,812384,7327330
89,780423,7326157
90,771627,7292437
91,754327,7292437
92,882756,7331142
93,751981,7289212
94,768401,7301527
95,768694,7296249
96,875426,7332608
97,866336,7335247
98,858419,7334954
99,849036,7334954
100,839360,7337593
