#id,X,Y
1,818545,7333660
2,807916,7332363
3,819489,7330161
4,807742,7336123
5,810614,7338982
6,810653,7331939
7,816617,7337407
8,801256,7331410
9,804141,7327489
10,806069,7320701
11,809809,7319577
12,798889,7319046
13,803796,7318802
14,795220,7317454
15,788335,7320725
16,783994,7320534
17,787635,7308221
18,784846,7308973
19,780764,7318443
20,807550,7327207
21,781770,7308131
22,777949,7308276
23,774382,7308346
24,770246,7308635
25,767708,7309239
26,767012,7306124
27,764691,7308045
28,760540,7307496
29,759562,7309739
30,787064,7305243
31,810926,7335689
32,758584,7308540
33,756061,7306431
34,758262,7304861
35,755159,7302345
36,753652,7300009
37,748816,7303780
38,748692,7303991
39,753173,7308777
40,746731,7301105
41,748575,7297388
42,746354,7297775
43,745261,7297168
44,761160,7313499
45,768649,7311759
46,767108,7311163
47,765472,7312306
48,761749,7310846
49,772408,7308419
50,767105,7311024
51,745914,7287215
52,741952,7293541
53,736936,7290429
54,733557,7286176
55,787168,7326068
56,825110,7341499
57,756186,7290869
58,761623,7289513
59,775712,7322826
60,781201,7322314
61,822026,7336872
62,807894,7323849
63,802352,7323849
64,768269,7302512
65,768269,7297524
66,816172,7333616
67,815064,7334655
68,812501,7334448
69,813817,7334725
70,807375,7333893
71,784168,7320316
72,785900,7319969
73,792688,7316506
74,797122,7318307
75,789571,7313457
76,787701,7311102
77,785830,7312973
78,777310,7310409
79,802595,7327382
80,784791,7306599
81,812847,7320662
82,811254,7320108
83,805712,7322671
84,779665,7319623
85,752786,7293576
86,755973,7294130
87,760199,7297386
88,745720,7309440
89,810769,7326758
90,746344,7299395
91,770798,7314427
92,785553,7320038
93,768165,7304867
94,772319,7289755
95,772675,7291691
96,772523,7291691
97,785230,7306124
98,814987,7339577
99,807650,7330812
100,805000,7328978
