#id,x,y
"249","198080","7318455"
"272","171080","7315455"
"273","174080","7315455"
"274","177080","7315455"
"275","180080","7315455"
"276","183080","7315455"
"118","189080","7330455"
"119","192080","7330455"
"120","195080","7330455"
"303","168080","7312455"
"121","198080","7330455"
"304","171080","7312455"
"122","201080","7330455"
"305","174080","7312455"
"306","177080","7312455"
"307","180080","7312455"
"147","180080","7327455"
"148","183080","7327455"
"149","186080","7327455"
"150","189080","7327455"
"151","192080","7327455"
"335","168080","7309455"
"152","195080","7327455"
"336","171080","7309455"
"153","198080","7327455"
"337","174080","7309455"
"154","201080","7327455"
"338","177080","7309455"
"175","168080","7324455"
"176","171080","7324455"
"177","174080","7324455"
"178","177080","7324455"
"179","180080","7324455"
"180","183080","7324455"
"181","186080","7324455"
"182","189080","7324455"
"183","192080","7324455"
"184","195080","7324455"
"185","198080","7324455"
"186","201080","7324455"
"207","168080","7321455"
"208","171080","7321455"
"209","174080","7321455"
"210","177080","7321455"
"211","180080","7321455"
"212","183080","7321455"
"213","186080","7321455"
"214","189080","7321455"
"215","192080","7321455"
"216","195080","7321455"
"217","198080","7321455"
"218","201080","7321455"
"239","168080","7318455"
"240","171080","7318455"
"241","174080","7318455"
"242","177080","7318455"
"243","180080","7318455"
"244","183080","7318455"
"245","186080","7318455"
"246","189080","7318455"
"247","192080","7318455"
"248","195080","7318455"
"63","179923","7309651"
"64","180121","7306771"
"65","177026","7306416"
"66","174075","7306140"
"67","171111","7306160"
"68","168227","7306035"
"69","165041","7306046"
"70","165045","7309380"
"71","161949","7309024"
"72","162077","7306066"
"73","158988","7308970"
"74","159199","7305794"
"75","156039","7308621"
"76","156016","7305730"
"77","156224","7302627"
"78","159269","7302463"
"79","155729","7312386"
"80","159131","7312533"
"81","161713","7312792"
"82","164979","7312637"
"83","152767","7310629"
"84","153116","7307680"
"85","153102","7304567"
"86","153240","7301387"
"87","162166","7302292"
"88","165288","7302056"
"89","149791","7307462"
"90","150369","7304375"
"91","150188","7301699"
"92","150400","7298522"
"93","153432","7298654"
"94","156394","7298708"
"95","159503","7298768"
"96","162686","7298832"
"97","165483","7299249"
"98","168521","7299233"
"99","168467","7302194"
"100","171341","7302540"
